Species,Plate,Point ,Area,Temp
X. cleistominuta,22,9,Fungi,41.9
X. cleistominuta,22,10,Fungi,41.6
X. cleistominuta,22,11,Fungi,41.4
X. cleistominuta,22,12,Fungi,41.5
X. cleistominuta,22,13,Fungi,42.4
X. cleistominuta,22,14,Fungi,42.1
X. cleistominuta,22,15,Fungi,42.1
X. cleistominuta,23,1,Agar,40.4
X. cleistominuta,23,2,Agar,40.6
X. cleistominuta,23,3,Agar,40.5
X. cleistominuta,23,4,Agar,40.7
X. cleistominuta,23,5,Agar,41
X. cleistominuta,23,6,Agar,41
X. cleistominuta,23,7,Agar,41.1
X. cleistominuta,23,8,Agar,40.4
X. cleistominuta,23,9,Agar,40.1
X. cleistominuta,23,10,Agar,40.2
X. cleistominuta,23,11,Agar,40.2
X. cleistominuta,23,12,Agar,40.3
X. cleistominuta,23,13,Agar,40.2
X. cleistominuta,23,14,Agar,40.5
X. cleistominuta,23,15,Agar,40.4
X. cleistominuta,23,1,Fungi,40.6
X. cleistominuta,23,2,Fungi,40.1
X. cleistominuta,23,3,Fungi,40.3
X. cleistominuta,23,4,Fungi,39.8
X. cleistominuta,23,5,Fungi,40.3
X. cleistominuta,23,6,Fungi,40.4
X. cleistominuta,23,7,Fungi,40.4
X. cleistominuta,23,8,Fungi,40.2
X. cleistominuta,23,9,Fungi,40.4
X. cleistominuta,23,10,Fungi,39.9
X. cleistominuta,23,11,Fungi,40.1
X. cleistominuta,23,12,Fungi,40
X. cleistominuta,23,13,Fungi,40.6
X. cleistominuta,23,14,Fungi,40.5
X. cleistominuta,23,15,Fungi,40
X. cleistominuta,24,1,Agar,41.3
X. cleistominuta,24,2,Agar,41.1
X. cleistominuta,24,3,Agar,41.6
X. cleistominuta,24,4,Agar,41.4
X. cleistominuta,24,5,Agar,41.1
X. cleistominuta,24,6,Agar,41.8
X. cleistominuta,24,7,Agar,41.8
X. cleistominuta,24,8,Agar,41.6
X. cleistominuta,24,9,Agar,42.3
X. cleistominuta,24,10,Agar,42.3
X. cleistominuta,24,11,Agar,42.6
X. cleistominuta,24,12,Agar,42.4
X. cleistominuta,24,13,Agar,42.6
X. cleistominuta,24,14,Agar,42.1
X. cleistominuta,24,15,Agar,42
X. cleistominuta,24,1,Fungi,40.4
X. cleistominuta,24,2,Fungi,40.9
X. cleistominuta,24,3,Fungi,40.7
X. cleistominuta,24,4,Fungi,40.6
X. cleistominuta,24,5,Fungi,40.5
X. cleistominuta,24,6,Fungi,40.5
X. cleistominuta,24,7,Fungi,40.7
X. cleistominuta,24,8,Fungi,40.2
X. cleistominuta,24,9,Fungi,40.6
X. cleistominuta,24,10,Fungi,40.1
X. cleistominuta,24,11,Fungi,41.1
X. cleistominuta,24,12,Fungi,40.7
X. cleistominuta,24,13,Fungi,41.5
X. cleistominuta,24,14,Fungi,41.7
X. cleistominuta,24,15,Fungi,41.4
X. cleistominuta,25,1,Agar,41.8
X. cleistominuta,25,2,Agar,41.8
X. cleistominuta,25,3,Agar,41.8
X. cleistominuta,25,4,Agar,42.2
X. cleistominuta,25,5,Agar,41
X. cleistominuta,25,6,Agar,41.3
X. cleistominuta,25,7,Agar,40.9
X. cleistominuta,25,8,Agar,41.1
X. cleistominuta,25,9,Agar,41.7
X. cleistominuta,25,10,Agar,41.1
X. cleistominuta,25,11,Agar,41.4
X. cleistominuta,25,12,Agar,41.3
X. cleistominuta,25,13,Agar,41.6
X. cleistominuta,25,14,Agar,41.6
X. cleistominuta,25,15,Agar,41.5
X. cleistominuta,25,1,Fungi,41.1
X. cleistominuta,25,2,Fungi,40.9
X. cleistominuta,25,3,Fungi,41.3
X. cleistominuta,25,4,Fungi,41.2
X. cleistominuta,25,5,Fungi,41.3
X. cleistominuta,25,6,Fungi,41.2
X. cleistominuta,25,7,Fungi,40.6
X. cleistominuta,25,8,Fungi,40.9
X. cleistominuta,25,9,Fungi,40.8
X. cleistominuta,25,10,Fungi,40.9
X. cleistominuta,25,11,Fungi,41.3
X. cleistominuta,25,12,Fungi,41.6
X. cleistominuta,25,13,Fungi,41.1
X. cleistominuta,25,14,Fungi,41.3
X. cleistominuta,25,15,Fungi,41.6
X. cleistominuta,26,1,Agar,41.6
X. cleistominuta,26,2,Agar,42.2
X. cleistominuta,26,3,Agar,42.5
X. cleistominuta,26,4,Agar,42.2
X. cleistominuta,26,5,Agar,41.3
X. cleistominuta,26,6,Agar,42.3
X. cleistominuta,26,7,Agar,42
X. cleistominuta,26,8,Agar,41.8
X. cleistominuta,26,9,Agar,41.6
X. cleistominuta,26,10,Agar,42.1
X. cleistominuta,26,11,Agar,42.1
X. cleistominuta,26,12,Agar,42.1
X. cleistominuta,26,13,Agar,42.1
X. cleistominuta,26,14,Agar,41.9
X. cleistominuta,26,15,Agar,42.1
X. cleistominuta,26,1,Fungi,41.3
X. cleistominuta,26,2,Fungi,41.4
X. cleistominuta,26,3,Fungi,41.6
X. cleistominuta,26,4,Fungi,41.7
X. cleistominuta,26,5,Fungi,41.6
X. cleistominuta,26,6,Fungi,41
X. cleistominuta,26,7,Fungi,40.9
X. cleistominuta,26,8,Fungi,41.7
X. cleistominuta,26,9,Fungi,41.8
X. cleistominuta,26,10,Fungi,41.1
X. cleistominuta,26,11,Fungi,42.3
X. cleistominuta,26,12,Fungi,41.1
X. cleistominuta,26,13,Fungi,41.2
X. cleistominuta,26,14,Fungi,41.7
X. cleistominuta,26,15,Fungi,41.2
X. cleistominuta,27,1,Agar,41.4
X. cleistominuta,27,2,Agar,41.4
X. cleistominuta,27,3,Agar,41.6
X. cleistominuta,27,4,Agar,41.4
X. cleistominuta,27,5,Agar,41.2
X. cleistominuta,27,6,Agar,41.3
X. cleistominuta,27,7,Agar,40.8
X. cleistominuta,27,8,Agar,41.3
X. cleistominuta,27,9,Agar,41.2
X. cleistominuta,27,10,Agar,41.5
X. cleistominuta,27,11,Agar,41.1
X. cleistominuta,27,12,Agar,41.6
X. cleistominuta,27,13,Agar,41.5
X. cleistominuta,27,14,Agar,41.8
X. cleistominuta,27,15,Agar,41.7
X. cleistominuta,27,1,Fungi,40.6
X. cleistominuta,27,2,Fungi,40.5
X. cleistominuta,27,3,Fungi,40.2
X. cleistominuta,27,4,Fungi,39.7
X. cleistominuta,27,5,Fungi,39.6
X. cleistominuta,27,6,Fungi,39.9
X. cleistominuta,27,7,Fungi,40.4
X. cleistominuta,27,8,Fungi,39.7
X. cleistominuta,27,9,Fungi,40.3
X. cleistominuta,27,10,Fungi,40.2
X. cleistominuta,27,11,Fungi,41.1
X. cleistominuta,27,12,Fungi,41.5
X. cleistominuta,27,13,Fungi,40.7
X. cleistominuta,27,14,Fungi,41.2
X. cleistominuta,27,15,Fungi,41.2
X. cleistominuta,28,1,Agar,40.3
X. cleistominuta,28,2,Agar,40.4
X. cleistominuta,28,3,Agar,40.3
X. cleistominuta,28,4,Agar,40.9
X. cleistominuta,28,5,Agar,41.1
X. cleistominuta,28,6,Agar,41.1
X. cleistominuta,28,7,Agar,40.9
X. cleistominuta,28,8,Agar,40.5
X. cleistominuta,28,9,Agar,40.6
X. cleistominuta,28,10,Agar,41.2
X. cleistominuta,28,11,Agar,40.6
X. cleistominuta,28,12,Agar,41
X. cleistominuta,28,13,Agar,40.9
X. cleistominuta,28,14,Agar,41.4
X. cleistominuta,28,15,Agar,41.2
X. cleistominuta,28,1,Fungi,40.2
X. cleistominuta,28,2,Fungi,39.4
X. cleistominuta,28,3,Fungi,40
X. cleistominuta,28,4,Fungi,39.1
X. cleistominuta,28,5,Fungi,39.9
X. cleistominuta,28,6,Fungi,40.4
X. cleistominuta,28,7,Fungi,39.2
X. cleistominuta,28,8,Fungi,39.5
X. cleistominuta,28,9,Fungi,40.2
X. cleistominuta,28,10,Fungi,40.2
X. cleistominuta,28,11,Fungi,39.8
X. cleistominuta,28,12,Fungi,40.2
X. cleistominuta,28,13,Fungi,39.9
X. cleistominuta,28,14,Fungi,39.4
X. cleistominuta,28,15,Fungi,39.5
X. cleistominuta,29,1,Agar,41.3
X. cleistominuta,29,2,Agar,41.3
X. cleistominuta,29,3,Agar,41.7
X. cleistominuta,29,4,Agar,41.7
X. cleistominuta,29,5,Agar,41.6
X. cleistominuta,29,6,Agar,41.5
X. cleistominuta,29,7,Agar,41.5
X. cleistominuta,29,8,Agar,41.5
X. cleistominuta,29,9,Agar,41.3
X. cleistominuta,29,10,Agar,41.6
X. cleistominuta,29,11,Agar,41.5
X. cleistominuta,29,12,Agar,41.8
X. cleistominuta,29,13,Agar,41.7
X. cleistominuta,29,14,Agar,41.7
X. cleistominuta,29,15,Agar,42
X. cleistominuta,29,1,Fungi,40.5
X. cleistominuta,29,2,Fungi,40
X. cleistominuta,29,3,Fungi,40.2
X. cleistominuta,29,4,Fungi,41.2
X. cleistominuta,29,5,Fungi,41
X. cleistominuta,29,6,Fungi,40.8
X. cleistominuta,29,7,Fungi,41.1
X. cleistominuta,29,8,Fungi,39.9
X. cleistominuta,29,9,Fungi,39.7
X. cleistominuta,29,10,Fungi,40.9
X. cleistominuta,29,11,Fungi,39.7
X. cleistominuta,29,12,Fungi,40.5
X. cleistominuta,29,13,Fungi,39.4
X. cleistominuta,29,14,Fungi,38.8
X. cleistominuta,29,15,Fungi,39.6
X. cleistominuta,30,1,Agar,41.3
X. cleistominuta,30,2,Agar,41.2
X. cleistominuta,30,3,Agar,41.3
X. cleistominuta,30,4,Agar,41.4
X. cleistominuta,30,5,Agar,41.3
X. cleistominuta,30,6,Agar,41.3
X. cleistominuta,30,7,Agar,40.8
X. cleistominuta,30,8,Agar,41.4
X. cleistominuta,30,9,Agar,41.3
X. cleistominuta,30,10,Agar,41.3
X. cleistominuta,30,11,Agar,41.3
X. cleistominuta,30,12,Agar,41.4
X. cleistominuta,30,13,Agar,41.3
X. cleistominuta,30,14,Agar,41
X. cleistominuta,30,15,Agar,41.2
X. cleistominuta,30,1,Fungi,40.1
X. cleistominuta,30,2,Fungi,40.3
X. cleistominuta,30,3,Fungi,40.7
X. cleistominuta,30,4,Fungi,39.8
X. cleistominuta,30,5,Fungi,39.6
X. cleistominuta,30,6,Fungi,39.9
X. cleistominuta,30,7,Fungi,40.2
X. cleistominuta,30,8,Fungi,40.9
X. cleistominuta,30,9,Fungi,39.1
X. cleistominuta,30,10,Fungi,38.3
X. cleistominuta,30,11,Fungi,41.2
X. cleistominuta,30,12,Fungi,40.3
X. cleistominuta,30,13,Fungi,41
X. cleistominuta,30,14,Fungi,40.6
X. cleistominuta,30,15,Fungi,40.4
X. cleistominuta,31,1,Agar,42.3
X. cleistominuta,31,2,Agar,42.2
X. cleistominuta,31,3,Agar,42.2
X. cleistominuta,31,4,Agar,42.2
X. cleistominuta,31,5,Agar,42
X. cleistominuta,31,6,Agar,42.1
X. cleistominuta,31,7,Agar,42.2
X. cleistominuta,31,8,Agar,41.7
X. cleistominuta,31,9,Agar,42.1
X. cleistominuta,31,10,Agar,42.1
X. cleistominuta,31,11,Agar,41.7
X. cleistominuta,31,12,Agar,41.8
X. cleistominuta,31,13,Agar,42.5
X. cleistominuta,31,14,Agar,42
X. cleistominuta,31,15,Agar,42.1
X. cleistominuta,31,1,Fungi,41.6
X. cleistominuta,31,2,Fungi,41.1
X. cleistominuta,31,3,Fungi,41.1
X. cleistominuta,31,4,Fungi,41.3
X. cleistominuta,31,5,Fungi,41.3
X. cleistominuta,31,6,Fungi,40.6
X. cleistominuta,31,7,Fungi,39.9
X. cleistominuta,31,8,Fungi,39.8
X. cleistominuta,31,9,Fungi,40.6
X. cleistominuta,31,10,Fungi,40.2
X. cleistominuta,31,11,Fungi,40.4
X. cleistominuta,31,12,Fungi,40.3
X. cleistominuta,31,13,Fungi,39.7
X. cleistominuta,31,14,Fungi,40.7
X. cleistominuta,31,15,Fungi,41.3
X. cleistominuta,32,1,Agar,41.3
X. cleistominuta,32,2,Agar,41.4
X. cleistominuta,32,3,Agar,41.5
X. cleistominuta,32,4,Agar,41.4
X. cleistominuta,32,5,Agar,41.4
X. cleistominuta,32,6,Agar,41.3
X. cleistominuta,32,7,Agar,41.4
X. cleistominuta,32,8,Agar,41.3
X. cleistominuta,32,9,Agar,41
X. cleistominuta,32,10,Agar,41.1
X. cleistominuta,32,11,Agar,40.4
X. cleistominuta,32,12,Agar,40.8
X. cleistominuta,32,13,Agar,40.9
X. cleistominuta,32,14,Agar,41
X. cleistominuta,32,15,Agar,41.3
X. cleistominuta,32,1,Fungi,39.5
X. cleistominuta,32,2,Fungi,40.2
X. cleistominuta,32,3,Fungi,40.7
X. cleistominuta,32,4,Fungi,40.6
X. cleistominuta,32,5,Fungi,40
X. cleistominuta,32,6,Fungi,40.6
X. cleistominuta,32,7,Fungi,39.7
X. cleistominuta,32,8,Fungi,39.8
X. cleistominuta,32,9,Fungi,39.5
X. cleistominuta,32,10,Fungi,40.7
X. cleistominuta,32,11,Fungi,40.6
X. cleistominuta,32,12,Fungi,40.3
X. cleistominuta,32,13,Fungi,39.2
X. cleistominuta,32,14,Fungi,40.7
X. cleistominuta,32,15,Fungi,40.4
X. cleistominuta,33,1,Agar,41
X. cleistominuta,33,2,Agar,40.9
X. cleistominuta,33,3,Agar,40.9
X. cleistominuta,33,4,Agar,40.9
X. cleistominuta,33,5,Agar,41
X. cleistominuta,33,6,Agar,40.8
X. cleistominuta,33,7,Agar,40.9
X. cleistominuta,33,8,Agar,40.7
X. cleistominuta,33,9,Agar,40.9
X. cleistominuta,33,10,Agar,40.8
X. cleistominuta,33,11,Agar,41.2
X. cleistominuta,33,12,Agar,41.1
X. cleistominuta,33,13,Agar,41.1
X. cleistominuta,33,14,Agar,40.8
X. cleistominuta,33,15,Agar,40.8
X. cleistominuta,33,1,Fungi,39.6
X. cleistominuta,33,2,Fungi,40.5
X. cleistominuta,33,3,Fungi,39.8
X. cleistominuta,33,4,Fungi,39.5
X. cleistominuta,33,5,Fungi,40.3
X. cleistominuta,33,6,Fungi,40.5
X. cleistominuta,33,7,Fungi,39.4
X. cleistominuta,33,8,Fungi,39.3
X. cleistominuta,33,9,Fungi,39.1
X. cleistominuta,33,10,Fungi,39
X. cleistominuta,33,11,Fungi,39
X. cleistominuta,33,12,Fungi,39.3
X. cleistominuta,33,13,Fungi,39.8
X. cleistominuta,33,14,Fungi,40.1
X. cleistominuta,33,15,Fungi,40.6
X. cleistominuta,34,1,Agar,40.3
X. cleistominuta,34,2,Agar,40.3
X. cleistominuta,34,3,Agar,40.2
X. cleistominuta,34,4,Agar,40.4
X. cleistominuta,34,5,Agar,40.3
X. cleistominuta,34,6,Agar,39.9
X. cleistominuta,34,7,Agar,40.3
X. cleistominuta,34,8,Agar,40.1
X. cleistominuta,34,9,Agar,40
X. cleistominuta,34,10,Agar,40.2
X. cleistominuta,34,11,Agar,40.4
X. cleistominuta,34,12,Agar,41
X. cleistominuta,34,13,Agar,40.8
X. cleistominuta,34,14,Agar,40.9
X. cleistominuta,34,15,Agar,40.9
X. cleistominuta,34,1,Fungi,39.7
X. cleistominuta,34,2,Fungi,40.4
X. cleistominuta,34,3,Fungi,40.5
X. cleistominuta,34,4,Fungi,40.2
X. cleistominuta,34,5,Fungi,40.3
X. cleistominuta,34,6,Fungi,40.1
X. cleistominuta,34,7,Fungi,39.2
X. cleistominuta,34,8,Fungi,40.1
X. cleistominuta,34,9,Fungi,39.1
X. cleistominuta,34,10,Fungi,39.7
X. cleistominuta,34,11,Fungi,38.7
X. cleistominuta,34,12,Fungi,38.9
X. cleistominuta,34,13,Fungi,39.4
X. cleistominuta,34,14,Fungi,38.8
X. cleistominuta,34,15,Fungi,39.5
X. cleistominuta,35,1,Agar,40.7
X. cleistominuta,35,2,Agar,40.7
X. cleistominuta,35,3,Agar,40.4
X. cleistominuta,35,4,Agar,40.8
X. cleistominuta,35,5,Agar,40.7
X. cleistominuta,35,6,Agar,40.7
X. cleistominuta,35,7,Agar,41.1
X. cleistominuta,35,8,Agar,41.1
X. cleistominuta,35,9,Agar,41
X. cleistominuta,35,10,Agar,41
X. cleistominuta,35,11,Agar,40.9
X. cleistominuta,35,12,Agar,40.8
X. cleistominuta,35,13,Agar,40.9
X. cleistominuta,35,14,Agar,40.5
X. cleistominuta,35,15,Agar,40.1
X. cleistominuta,35,1,Fungi,39.2
X. cleistominuta,35,2,Fungi,40.7
X. cleistominuta,35,3,Fungi,40
X. cleistominuta,35,4,Fungi,40.2
X. cleistominuta,35,5,Fungi,39.7
X. cleistominuta,35,6,Fungi,40.2
X. cleistominuta,35,7,Fungi,39
X. cleistominuta,35,8,Fungi,39.2
X. cleistominuta,35,9,Fungi,40.9
X. cleistominuta,35,10,Fungi,39.7
X. cleistominuta,35,11,Fungi,39.9
X. cleistominuta,35,12,Fungi,39.8
X. cleistominuta,35,13,Fungi,39.3
X. cleistominuta,35,14,Fungi,40.3
X. cleistominuta,35,15,Fungi,38.7
X. cleistominuta,36,1,Agar,41.2
X. cleistominuta,36,2,Agar,41.3
X. cleistominuta,36,3,Agar,41.7
X. cleistominuta,36,4,Agar,41.6
X. cleistominuta,36,5,Agar,41.7
X. cleistominuta,36,6,Agar,41.4
X. cleistominuta,36,7,Agar,41.7
X. cleistominuta,36,8,Agar,41.8
X. cleistominuta,36,9,Agar,41.6
X. cleistominuta,36,10,Agar,41.2
X. cleistominuta,36,11,Agar,41.1
X. cleistominuta,36,12,Agar,41.5
X. cleistominuta,36,13,Agar,41.5
X. cleistominuta,36,14,Agar,41.6
X. cleistominuta,36,15,Agar,41.4
X. cleistominuta,36,1,Fungi,41.2
X. cleistominuta,36,2,Fungi,40.9
X. cleistominuta,36,3,Fungi,41.3
X. cleistominuta,36,4,Fungi,40.3
X. cleistominuta,36,5,Fungi,40.9
X. cleistominuta,36,6,Fungi,40.4
X. cleistominuta,36,7,Fungi,40.8
X. cleistominuta,36,8,Fungi,40.9
X. cleistominuta,36,9,Fungi,40.8
X. cleistominuta,36,10,Fungi,40.6
X. cleistominuta,36,11,Fungi,40.3
X. cleistominuta,36,12,Fungi,41.3
X. cleistominuta,36,13,Fungi,40
X. cleistominuta,36,14,Fungi,40.5
X. cleistominuta,36,15,Fungi,40.8
X. cleistominuta,37,1,Agar,42.3
X. cleistominuta,37,2,Agar,42.3
X. cleistominuta,37,3,Agar,41.9
X. cleistominuta,37,4,Agar,42
X. cleistominuta,37,5,Agar,42.3
X. cleistominuta,37,6,Agar,41.3
X. cleistominuta,37,7,Agar,42.2
X. cleistominuta,37,8,Agar,41.9
X. cleistominuta,37,9,Agar,42.2
X. cleistominuta,37,10,Agar,41.9
X. cleistominuta,37,11,Agar,42.2
X. cleistominuta,37,12,Agar,42.2
X. cleistominuta,37,13,Agar,42.2
X. cleistominuta,37,14,Agar,42.2
X. cleistominuta,37,15,Agar,42.1
X. cleistominuta,37,1,Fungi,40.9
X. cleistominuta,37,2,Fungi,41.7
X. cleistominuta,37,3,Fungi,41.7
X. cleistominuta,37,4,Fungi,42.1
X. cleistominuta,37,5,Fungi,41.8
X. cleistominuta,37,6,Fungi,41.5
X. cleistominuta,37,7,Fungi,41
X. cleistominuta,37,8,Fungi,40.9
X. cleistominuta,37,9,Fungi,41
X. cleistominuta,37,10,Fungi,41.3
X. cleistominuta,37,11,Fungi,41.7
X. cleistominuta,37,12,Fungi,41.5
X. cleistominuta,37,13,Fungi,41.1
X. cleistominuta,37,14,Fungi,41.9
X. cleistominuta,37,15,Fungi,41.8
X. cleistominuta,38,1,Agar,41.6
X. cleistominuta,38,2,Agar,41.6
X. cleistominuta,38,3,Agar,42
X. cleistominuta,38,4,Agar,41.4
X. cleistominuta,38,5,Agar,41.5
X. cleistominuta,38,6,Agar,41.6
X. cleistominuta,38,7,Agar,41.5
X. cleistominuta,38,8,Agar,41.7
X. cleistominuta,38,9,Agar,41.7
X. cleistominuta,38,10,Agar,41.6
X. cleistominuta,38,11,Agar,41.1
X. cleistominuta,38,12,Agar,41.5
X. cleistominuta,38,13,Agar,41.6
X. cleistominuta,38,14,Agar,40.9
X. cleistominuta,38,15,Agar,41.4
X. cleistominuta,38,1,Fungi,40.4
X. cleistominuta,38,2,Fungi,40.8
X. cleistominuta,38,3,Fungi,40.8
X. cleistominuta,38,4,Fungi,40.7
X. cleistominuta,38,5,Fungi,40.1
X. cleistominuta,38,6,Fungi,40.9
X. cleistominuta,38,7,Fungi,41.1
X. cleistominuta,38,8,Fungi,40.4
X. cleistominuta,38,9,Fungi,41.8
X. cleistominuta,38,10,Fungi,41.6
X. cleistominuta,38,11,Fungi,41.7
X. cleistominuta,38,12,Fungi,41
X. cleistominuta,38,13,Fungi,40.6
X. cleistominuta,38,14,Fungi,40.1
X. cleistominuta,38,15,Fungi,41.2
X. cleistominuta,39,1,Agar,42.4
X. cleistominuta,39,2,Agar,42.3
X. cleistominuta,39,3,Agar,42
X. cleistominuta,39,4,Agar,42
X. cleistominuta,39,5,Agar,42.3
X. cleistominuta,39,6,Agar,42.2
X. cleistominuta,39,7,Agar,42.4
X. cleistominuta,39,8,Agar,42.3
X. cleistominuta,39,9,Agar,42.4
X. cleistominuta,39,10,Agar,42.1
X. cleistominuta,39,11,Agar,42.7
X. cleistominuta,39,12,Agar,42.2
X. cleistominuta,39,13,Agar,43.2
X. cleistominuta,39,14,Agar,42.8
X. cleistominuta,39,15,Agar,41.6
X. cleistominuta,39,1,Fungi,41.6
X. cleistominuta,39,2,Fungi,41
X. cleistominuta,39,3,Fungi,41.6
X. cleistominuta,39,4,Fungi,42.1
X. cleistominuta,39,5,Fungi,41.5
X. cleistominuta,39,6,Fungi,41.7
X. cleistominuta,39,7,Fungi,41.1
X. cleistominuta,39,8,Fungi,41.8
X. cleistominuta,39,9,Fungi,42.1
X. cleistominuta,39,10,Fungi,42.4
X. cleistominuta,39,11,Fungi,41.7
X. cleistominuta,39,12,Fungi,41.9
X. cleistominuta,39,13,Fungi,41.4
X. cleistominuta,39,14,Fungi,41.4
X. cleistominuta,39,15,Fungi,42.3
X. cleistominuta,40,1,Agar,41.4
X. cleistominuta,40,2,Agar,41.5
X. cleistominuta,40,3,Agar,41.4
X. cleistominuta,40,4,Agar,41.1
X. cleistominuta,40,5,Agar,41.3
X. cleistominuta,40,6,Agar,40.8
X. cleistominuta,40,7,Agar,41.5
X. cleistominuta,40,8,Agar,41.4
X. cleistominuta,40,9,Agar,41.7
X. cleistominuta,40,10,Agar,41.8
X. cleistominuta,40,11,Agar,41.8
X. cleistominuta,40,12,Agar,41.5
X. cleistominuta,40,13,Agar,41.5
X. cleistominuta,40,14,Agar,40.9
X. cleistominuta,40,15,Agar,41.2
X. cleistominuta,40,1,Fungi,41
X. cleistominuta,40,2,Fungi,41.6
X. cleistominuta,40,3,Fungi,41.1
X. cleistominuta,40,4,Fungi,41.1
X. cleistominuta,40,5,Fungi,41
X. cleistominuta,40,6,Fungi,41.3
X. cleistominuta,40,7,Fungi,41.2
X. cleistominuta,40,8,Fungi,40.3
X. cleistominuta,40,9,Fungi,40.6
X. cleistominuta,40,10,Fungi,40.6
X. cleistominuta,40,11,Fungi,41
X. cleistominuta,40,12,Fungi,40.8
X. cleistominuta,40,13,Fungi,40.7
X. cleistominuta,40,14,Fungi,40.6
X. cleistominuta,40,15,Fungi,40.6
X. cleistominuta,41,1,Agar,40.5
X. cleistominuta,41,2,Agar,40.7
X. cleistominuta,41,3,Agar,40.8
X. cleistominuta,41,4,Agar,40.6
X. cleistominuta,41,5,Agar,40.4
X. cleistominuta,41,6,Agar,40.4
X. cleistominuta,41,7,Agar,40.6
X. cleistominuta,41,8,Agar,40.6
X. cleistominuta,41,9,Agar,40.7
X. cleistominuta,41,10,Agar,40.8
X. cleistominuta,41,11,Agar,40.6
X. cleistominuta,41,12,Agar,40.7
X. cleistominuta,41,13,Agar,40.6
X. cleistominuta,41,14,Agar,40.6
X. cleistominuta,41,15,Agar,40.8
X. cleistominuta,41,1,Fungi,39.9
X. cleistominuta,41,2,Fungi,40.3
X. cleistominuta,41,3,Fungi,40.1
X. cleistominuta,41,4,Fungi,40.5
X. cleistominuta,41,5,Fungi,40.1
X. cleistominuta,41,6,Fungi,39.7
X. cleistominuta,41,7,Fungi,40.6
X. cleistominuta,41,8,Fungi,40.8
X. cleistominuta,41,9,Fungi,41.1
X. cleistominuta,41,10,Fungi,40.2
X. cleistominuta,41,11,Fungi,40.9
X. cleistominuta,41,12,Fungi,39.7
X. cleistominuta,41,13,Fungi,39.8
X. cleistominuta,41,14,Fungi,39.9
X. cleistominuta,41,15,Fungi,40
X. cleistominuta,42,1,Agar,40.8
X. cleistominuta,42,2,Agar,40.6
X. cleistominuta,42,3,Agar,40.2
X. cleistominuta,42,4,Agar,40.3
X. cleistominuta,42,5,Agar,40.5
X. cleistominuta,42,6,Agar,41
X. cleistominuta,42,7,Agar,41
X. cleistominuta,42,8,Agar,40.9
X. cleistominuta,42,9,Agar,41.1
X. cleistominuta,42,10,Agar,41.1
X. cleistominuta,42,11,Agar,41.1
X. cleistominuta,42,12,Agar,41.2
X. cleistominuta,42,13,Agar,41.3
X. cleistominuta,42,14,Agar,41.2
X. cleistominuta,42,15,Agar,40.9
X. cleistominuta,42,1,Fungi,40.9
X. cleistominuta,42,2,Fungi,40.8
X. cleistominuta,42,3,Fungi,41.1
X. cleistominuta,42,4,Fungi,41
X. cleistominuta,42,5,Fungi,40.9
X. cleistominuta,42,6,Fungi,40.7
X. cleistominuta,42,7,Fungi,40.8
X. cleistominuta,42,8,Fungi,40.6
X. cleistominuta,42,9,Fungi,41
X. cleistominuta,42,10,Fungi,40.5
X. cleistominuta,42,11,Fungi,40.7
X. cleistominuta,42,12,Fungi,40.6
X. cleistominuta,42,13,Fungi,40.1
X. cleistominuta,42,14,Fungi,40.1
X. cleistominuta,42,15,Fungi,40.3
X. cleistominuta,43,1,Agar,42.1
X. cleistominuta,43,2,Agar,42.5
X. cleistominuta,43,3,Agar,42.4
X. cleistominuta,43,4,Agar,41.9
X. cleistominuta,43,5,Agar,42.1
X. cleistominuta,43,6,Agar,42.2
X. cleistominuta,43,7,Agar,42.3
X. cleistominuta,43,8,Agar,42.1
X. cleistominuta,43,9,Agar,41.6
X. cleistominuta,43,10,Agar,42
X. cleistominuta,43,11,Agar,41.6
X. cleistominuta,43,12,Agar,41.9
X. cleistominuta,43,13,Agar,41.9
X. cleistominuta,43,14,Agar,41.7
X. cleistominuta,43,15,Agar,41.8
X. cleistominuta,43,1,Fungi,40.5
X. cleistominuta,43,2,Fungi,41.1
X. cleistominuta,43,3,Fungi,41.6
X. cleistominuta,43,4,Fungi,41.5
X. cleistominuta,43,5,Fungi,41.8
X. cleistominuta,43,6,Fungi,41.8
X. cleistominuta,43,7,Fungi,41.8
X. cleistominuta,43,8,Fungi,42.2
X. cleistominuta,43,9,Fungi,41.2
X. cleistominuta,43,10,Fungi,40.6
X. cleistominuta,43,11,Fungi,40.8
X. cleistominuta,43,12,Fungi,40.8
X. cleistominuta,43,13,Fungi,41.1
X. cleistominuta,43,14,Fungi,40.9
X. cleistominuta,43,15,Fungi,41
X. cleistominuta,44,1,Agar,41.2
X. cleistominuta,44,2,Agar,41.1
X. cleistominuta,44,3,Agar,40.9
X. cleistominuta,44,4,Agar,40.8
X. cleistominuta,44,5,Agar,41
X. cleistominuta,44,6,Agar,41
X. cleistominuta,44,7,Agar,41.3
X. cleistominuta,44,8,Agar,41.3
X. cleistominuta,44,9,Agar,41.1
X. cleistominuta,44,10,Agar,41.3
X. cleistominuta,44,11,Agar,41.1
X. cleistominuta,44,12,Agar,41.3
X. cleistominuta,44,13,Agar,41.1
X. cleistominuta,44,14,Agar,41.7
X. cleistominuta,44,15,Agar,41.5
X. cleistominuta,44,1,Fungi,41.4
X. cleistominuta,44,2,Fungi,41.3
X. cleistominuta,44,3,Fungi,41.3
