Species,Plate,Point ,Area,Temp
X. roeperi,68,3,Agar,39.7
X. roeperi,68,4,Agar,39.4
X. roeperi,68,5,Agar,39.6
X. roeperi,68,6,Agar,39.6
X. roeperi,68,7,Agar,40.1
X. roeperi,68,8,Agar,40
X. roeperi,68,9,Agar,40.6
X. roeperi,68,10,Agar,40.6
X. roeperi,68,11,Agar,39.8
X. roeperi,68,12,Agar,40.5
X. roeperi,68,13,Agar,41
X. roeperi,68,14,Agar,41
X. roeperi,68,15,Agar,40.8
X. roeperi,68,1,Fungi,39.2
X. roeperi,68,2,Fungi,38.9
X. roeperi,68,3,Fungi,38.5
X. roeperi,68,4,Fungi,39.6
X. roeperi,68,5,Fungi,39.2
X. roeperi,68,6,Fungi,38.1
X. roeperi,68,7,Fungi,38.8
X. roeperi,68,8,Fungi,37.3
X. roeperi,68,9,Fungi,38.1
X. roeperi,68,10,Fungi,36.7
X. roeperi,68,11,Fungi,37.5
X. roeperi,68,12,Fungi,36.6
X. roeperi,68,13,Fungi,38.7
X. roeperi,68,14,Fungi,38.7
X. roeperi,68,15,Fungi,37.1
X. roeperi,69,1,Agar,43
X. roeperi,69,2,Agar,42.8
X. roeperi,69,3,Agar,42.4
X. roeperi,69,4,Agar,42.3
X. roeperi,69,5,Agar,42.7
X. roeperi,69,6,Agar,43.3
X. roeperi,69,7,Agar,43.3
X. roeperi,69,8,Agar,43.6
X. roeperi,69,9,Agar,43.4
X. roeperi,69,10,Agar,44
X. roeperi,69,11,Agar,43.8
X. roeperi,69,12,Agar,43.6
X. roeperi,69,13,Agar,43.3
X. roeperi,69,14,Agar,43.2
X. roeperi,69,15,Agar,43.9
X. roeperi,69,1,Fungi,38.8
X. roeperi,69,2,Fungi,41.5
X. roeperi,69,3,Fungi,38.5
X. roeperi,69,4,Fungi,42.9
X. roeperi,69,5,Fungi,38.4
X. roeperi,69,6,Fungi,41.8
X. roeperi,69,7,Fungi,42.3
X. roeperi,69,8,Fungi,43.4
X. roeperi,69,9,Fungi,40.4
X. roeperi,69,10,Fungi,41.3
X. roeperi,69,11,Fungi,40.2
X. roeperi,69,12,Fungi,42.2
X. roeperi,69,13,Fungi,40.6
X. roeperi,69,14,Fungi,40
X. roeperi,69,15,Fungi,39.5
X. roeperi,70,1,Agar,41.2
X. roeperi,70,2,Agar,40.4
X. roeperi,70,3,Agar,40.1
X. roeperi,70,4,Agar,40.7
X. roeperi,70,5,Agar,40.9
X. roeperi,70,6,Agar,40.9
X. roeperi,70,7,Agar,41
X. roeperi,70,8,Agar,41.1
X. roeperi,70,9,Agar,41.2
X. roeperi,70,10,Agar,40.7
X. roeperi,70,11,Agar,40.4
X. roeperi,70,12,Agar,39.8
X. roeperi,70,13,Agar,38.7
X. roeperi,70,14,Agar,38.4
X. roeperi,70,15,Agar,39.2
X. roeperi,70,1,Fungi,38.4
X. roeperi,70,2,Fungi,38.4
X. roeperi,70,3,Fungi,39.3
X. roeperi,70,4,Fungi,38.4
X. roeperi,70,5,Fungi,37
X. roeperi,70,6,Fungi,35.9
X. roeperi,70,7,Fungi,36.3
X. roeperi,70,8,Fungi,38.9
X. roeperi,70,9,Fungi,38.8
X. roeperi,70,10,Fungi,38.2
X. roeperi,70,11,Fungi,36.9
X. roeperi,70,12,Fungi,36.5
X. roeperi,70,13,Fungi,36.3
X. roeperi,70,14,Fungi,37.9
X. roeperi,70,15,Fungi,35.7
X. roeperi,71,1,Agar,40.2
X. roeperi,71,2,Agar,40.3
X. roeperi,71,3,Agar,40.3
X. roeperi,71,4,Agar,39.6
X. roeperi,71,5,Agar,39.8
X. roeperi,71,6,Agar,39.4
X. roeperi,71,7,Agar,39.3
X. roeperi,71,8,Agar,40.2
X. roeperi,71,9,Agar,40.2
X. roeperi,71,10,Agar,39.9
X. roeperi,71,11,Agar,39.8
X. roeperi,71,12,Agar,39.8
X. roeperi,71,13,Agar,40.4
X. roeperi,71,14,Agar,40.3
X. roeperi,71,15,Agar,40.6
X. roeperi,71,1,Fungi,38.3
X. roeperi,71,2,Fungi,37.2
X. roeperi,71,3,Fungi,39.8
X. roeperi,71,4,Fungi,39.4
X. roeperi,71,5,Fungi,38.1
X. roeperi,71,6,Fungi,38.2
X. roeperi,71,7,Fungi,39.4
X. roeperi,71,8,Fungi,38.7
X. roeperi,71,9,Fungi,39.5
X. roeperi,71,10,Fungi,38.6
X. roeperi,71,11,Fungi,36.8
X. roeperi,71,12,Fungi,37.3
X. roeperi,71,13,Fungi,38.2
X. roeperi,71,14,Fungi,39.9
X. roeperi,71,15,Fungi,40.2
X. roeperi,72,1,Agar,38.7
X. roeperi,72,2,Agar,38.7
X. roeperi,72,3,Agar,38.7
X. roeperi,72,4,Agar,38.5
X. roeperi,72,5,Agar,38.9
X. roeperi,72,6,Agar,39.3
X. roeperi,72,7,Agar,39.3
X. roeperi,72,8,Agar,39.2
X. roeperi,72,9,Agar,39.2
X. roeperi,72,10,Agar,39.1
X. roeperi,72,11,Agar,39.1
X. roeperi,72,12,Agar,38.9
X. roeperi,72,13,Agar,38.5
X. roeperi,72,14,Agar,38.4
X. roeperi,72,15,Agar,37.4
X. roeperi,72,1,Fungi,37.9
X. roeperi,72,2,Fungi,37.5
X. roeperi,72,3,Fungi,36.8
X. roeperi,72,4,Fungi,37.6
X. roeperi,72,5,Fungi,38.5
X. roeperi,72,6,Fungi,37.2
X. roeperi,72,7,Fungi,38.8
X. roeperi,72,8,Fungi,36
X. roeperi,72,9,Fungi,35.5
X. roeperi,72,10,Fungi,36.4
X. roeperi,72,11,Fungi,35.2
X. roeperi,72,12,Fungi,34.8
X. roeperi,72,13,Fungi,38.6
X. roeperi,72,14,Fungi,36.6
X. roeperi,72,15,Fungi,38.7
X. roeperi,73,1,Agar,38.5
X. roeperi,73,2,Agar,38.3
X. roeperi,73,3,Agar,38.7
X. roeperi,73,4,Agar,39.2
X. roeperi,73,5,Agar,39.3
X. roeperi,73,6,Agar,39.5
X. roeperi,73,7,Agar,39.9
X. roeperi,73,8,Agar,38.1
X. roeperi,73,9,Agar,39.8
X. roeperi,73,10,Agar,40.1
X. roeperi,73,11,Agar,39.2
X. roeperi,73,12,Agar,39.3
X. roeperi,73,13,Agar,39.4
X. roeperi,73,14,Agar,40.1
X. roeperi,73,15,Agar,40.1
X. roeperi,73,1,Fungi,38.1
X. roeperi,73,2,Fungi,38.9
X. roeperi,73,3,Fungi,36.2
X. roeperi,73,4,Fungi,36.9
X. roeperi,73,5,Fungi,38
X. roeperi,73,6,Fungi,37.7
X. roeperi,73,7,Fungi,37.2
X. roeperi,73,8,Fungi,37.2
X. roeperi,73,9,Fungi,37.6
X. roeperi,73,10,Fungi,37
X. roeperi,73,11,Fungi,38.7
X. roeperi,73,12,Fungi,37.1
X. roeperi,73,13,Fungi,37.2
X. roeperi,73,14,Fungi,36.6
X. roeperi,73,15,Fungi,38.3
X. roeperi,74,1,Agar,40
X. roeperi,74,2,Agar,40.1
X. roeperi,74,3,Agar,40.6
X. roeperi,74,4,Agar,40.3
X. roeperi,74,5,Agar,40.6
X. roeperi,74,6,Agar,40.9
X. roeperi,74,7,Agar,40.7
X. roeperi,74,8,Agar,39.6
X. roeperi,74,9,Agar,40.2
X. roeperi,74,10,Agar,40.3
X. roeperi,74,11,Agar,40.1
X. roeperi,74,12,Agar,40.1
X. roeperi,74,13,Agar,40.1
X. roeperi,74,14,Agar,40.1
X. roeperi,74,15,Agar,40
X. roeperi,74,1,Fungi,36.9
X. roeperi,74,2,Fungi,37.7
X. roeperi,74,3,Fungi,37.6
X. roeperi,74,4,Fungi,38.8
X. roeperi,74,5,Fungi,37.9
X. roeperi,74,6,Fungi,39.6
X. roeperi,74,7,Fungi,39.5
X. roeperi,74,8,Fungi,39.9
X. roeperi,74,9,Fungi,36.8
X. roeperi,74,10,Fungi,40
X. roeperi,74,11,Fungi,39.5
X. roeperi,74,12,Fungi,35.8
X. roeperi,74,13,Fungi,35.4
X. roeperi,74,14,Fungi,36.2
X. roeperi,74,15,Fungi,38.1
X. roeperi,75,1,Agar,39.1
X. roeperi,75,2,Agar,39.5
X. roeperi,75,3,Agar,39
X. roeperi,75,4,Agar,39.6
X. roeperi,75,5,Agar,39.6
X. roeperi,75,6,Agar,39.8
X. roeperi,75,7,Agar,39.9
X. roeperi,75,8,Agar,40.6
X. roeperi,75,9,Agar,40.7
X. roeperi,75,10,Agar,40.3
X. roeperi,75,11,Agar,40.4
X. roeperi,75,12,Agar,40.2
X. roeperi,75,13,Agar,40.5
X. roeperi,75,14,Agar,40.4
X. roeperi,75,15,Agar,40.2
X. roeperi,75,1,Fungi,37.3
X. roeperi,75,2,Fungi,39.5
X. roeperi,75,3,Fungi,39.3
X. roeperi,75,4,Fungi,40
X. roeperi,75,5,Fungi,39.5
X. roeperi,75,6,Fungi,39.8
X. roeperi,75,7,Fungi,38.1
X. roeperi,75,8,Fungi,37.5
X. roeperi,75,9,Fungi,35.4
X. roeperi,75,10,Fungi,38.5
X. roeperi,75,11,Fungi,35.8
X. roeperi,75,12,Fungi,38.8
X. roeperi,75,13,Fungi,38.1
X. roeperi,75,14,Fungi,35.8
X. roeperi,75,15,Fungi,37.1
X. roeperi,76,1,Agar,39.6
X. roeperi,76,2,Agar,39.8
X. roeperi,76,3,Agar,39.7
X. roeperi,76,4,Agar,39.6
X. roeperi,76,5,Agar,40.3
X. roeperi,76,6,Agar,40.2
X. roeperi,76,7,Agar,40.2
X. roeperi,76,8,Agar,39.6
X. roeperi,76,9,Agar,39.6
X. roeperi,76,10,Agar,39.5
X. roeperi,76,11,Agar,40.2
X. roeperi,76,12,Agar,40
X. roeperi,76,13,Agar,40.2
X. roeperi,76,14,Agar,40.2
X. roeperi,76,15,Agar,39.9
X. roeperi,76,1,Fungi,38.2
X. roeperi,76,2,Fungi,39.8
X. roeperi,76,3,Fungi,39.1
X. roeperi,76,4,Fungi,39.1
X. roeperi,76,5,Fungi,40
X. roeperi,76,6,Fungi,39.6
X. roeperi,76,7,Fungi,40.2
X. roeperi,76,8,Fungi,40.1
X. roeperi,76,9,Fungi,37.5
X. roeperi,76,10,Fungi,37.9
X. roeperi,76,11,Fungi,39.6
X. roeperi,76,12,Fungi,38.7
X. roeperi,76,13,Fungi,38
X. roeperi,76,14,Fungi,38.6
X. roeperi,76,15,Fungi,39.3
X. roeperi,77,1,Agar,40
X. roeperi,77,2,Agar,39.6
X. roeperi,77,3,Agar,39.7
X. roeperi,77,4,Agar,39.6
X. roeperi,77,5,Agar,39.6
X. roeperi,77,6,Agar,39.1
X. roeperi,77,7,Agar,39.4
X. roeperi,77,8,Agar,39.4
X. roeperi,77,9,Agar,39.8
X. roeperi,77,10,Agar,39.5
X. roeperi,77,11,Agar,39.5
X. roeperi,77,12,Agar,40
X. roeperi,77,13,Agar,40.9
X. roeperi,77,14,Agar,41
X. roeperi,77,15,Agar,40.4
X. roeperi,77,1,Fungi,39.6
X. roeperi,77,2,Fungi,39.9
X. roeperi,77,3,Fungi,38.6
X. roeperi,77,4,Fungi,38.8
X. roeperi,77,5,Fungi,38.5
X. roeperi,77,6,Fungi,38.8
X. roeperi,77,7,Fungi,36.8
X. roeperi,77,8,Fungi,39.5
X. roeperi,77,9,Fungi,39.8
X. roeperi,77,10,Fungi,38.4
X. roeperi,77,11,Fungi,38.6
X. roeperi,77,12,Fungi,36.1
X. roeperi,77,13,Fungi,38.4
X. roeperi,77,14,Fungi,39.5
X. roeperi,77,15,Fungi,39.8
X. roeperi,78,1,Agar,39.3
X. roeperi,78,2,Agar,39.5
X. roeperi,78,3,Agar,39.6
X. roeperi,78,4,Agar,39.3
X. roeperi,78,5,Agar,39.1
X. roeperi,78,6,Agar,39.1
X. roeperi,78,7,Agar,39.5
X. roeperi,78,8,Agar,39.1
X. roeperi,78,9,Agar,40.1
X. roeperi,78,10,Agar,39.9
X. roeperi,78,11,Agar,39.5
X. roeperi,78,12,Agar,39.7
X. roeperi,78,13,Agar,39.8
X. roeperi,78,14,Agar,39.8
X. roeperi,78,15,Agar,39.8
X. roeperi,78,1,Fungi,34.9
X. roeperi,78,2,Fungi,39.3
X. roeperi,78,3,Fungi,39.1
X. roeperi,78,4,Fungi,38.2
X. roeperi,78,5,Fungi,39.5
X. roeperi,78,6,Fungi,37.4
X. roeperi,78,7,Fungi,35.3
X. roeperi,78,8,Fungi,35.7
X. roeperi,78,9,Fungi,36.4
X. roeperi,78,10,Fungi,37.7
X. roeperi,78,11,Fungi,38.5
X. roeperi,78,12,Fungi,38.9
X. roeperi,78,13,Fungi,37.4
X. roeperi,78,14,Fungi,38.2
X. roeperi,78,15,Fungi,37.4
X. roeperi,79,1,Agar,38
X. roeperi,79,2,Agar,38.7
X. roeperi,79,3,Agar,38.7
X. roeperi,79,4,Agar,39.9
X. roeperi,79,5,Agar,38.9
X. roeperi,79,6,Agar,39.7
X. roeperi,79,7,Agar,39.9
X. roeperi,79,8,Agar,40.2
X. roeperi,79,9,Agar,40.1
X. roeperi,79,10,Agar,39.8
X. roeperi,79,11,Agar,39.4
X. roeperi,79,12,Agar,39.4
X. roeperi,79,13,Agar,38.5
X. roeperi,79,14,Agar,39.3
X. roeperi,79,15,Agar,39
X. roeperi,79,1,Fungi,38.9
X. roeperi,79,2,Fungi,38.1
X. roeperi,79,3,Fungi,38.4
X. roeperi,79,4,Fungi,38.7
X. roeperi,79,5,Fungi,37.9
X. roeperi,79,6,Fungi,36.7
X. roeperi,79,7,Fungi,36.7
X. roeperi,79,8,Fungi,39
X. roeperi,79,9,Fungi,37.9
X. roeperi,79,10,Fungi,35.1
X. roeperi,79,11,Fungi,36
X. roeperi,79,12,Fungi,37.8
X. roeperi,79,13,Fungi,37.6
X. roeperi,79,14,Fungi,36.6
X. roeperi,79,15,Fungi,36.9
X. roeperi,80,1,Agar,43
X. roeperi,80,2,Agar,43.2
X. roeperi,80,3,Agar,43.3
X. roeperi,80,4,Agar,44.9
X. roeperi,80,5,Agar,44.4
X. roeperi,80,6,Agar,44.2
X. roeperi,80,7,Agar,43.2
X. roeperi,80,8,Agar,43.1
X. roeperi,80,9,Agar,43.4
X. roeperi,80,10,Agar,43.2
X. roeperi,80,11,Agar,43
X. roeperi,80,12,Agar,43.6
X. roeperi,80,13,Agar,44.3
X. roeperi,80,14,Agar,44.6
X. roeperi,80,15,Agar,44.4
X. roeperi,80,1,Fungi,43.6
X. roeperi,80,2,Fungi,38.4
X. roeperi,80,3,Fungi,41.5
X. roeperi,80,4,Fungi,43.5
X. roeperi,80,5,Fungi,38.9
X. roeperi,80,6,Fungi,41.4
X. roeperi,80,7,Fungi,42.5
X. roeperi,80,8,Fungi,42.4
X. roeperi,80,9,Fungi,43.9
X. roeperi,80,10,Fungi,43.9
X. roeperi,80,11,Fungi,44.5
X. roeperi,80,12,Fungi,43.7
X. roeperi,80,13,Fungi,44.4
X. roeperi,80,14,Fungi,40.1
X. roeperi,80,15,Fungi,43.5
X. roeperi,81,1,Agar,43.4
X. roeperi,81,2,Agar,43.4
X. roeperi,81,3,Agar,43.5
X. roeperi,81,4,Agar,43.2
X. roeperi,81,5,Agar,43
X. roeperi,81,6,Agar,42.7
X. roeperi,81,7,Agar,42.8
X. roeperi,81,8,Agar,43.9
X. roeperi,81,9,Agar,44.4
X. roeperi,81,10,Agar,44.4
X. roeperi,81,11,Agar,44.4
X. roeperi,81,12,Agar,44.3
X. roeperi,81,13,Agar,43.7
X. roeperi,81,14,Agar,44.1
X. roeperi,81,15,Agar,44.1
X. roeperi,81,1,Fungi,42.9
X. roeperi,81,2,Fungi,42.3
X. roeperi,81,3,Fungi,43.9
X. roeperi,81,4,Fungi,43.6
X. roeperi,81,5,Fungi,43
X. roeperi,81,6,Fungi,42.6
X. roeperi,81,7,Fungi,43
X. roeperi,81,8,Fungi,43.4
X. roeperi,81,9,Fungi,43.2
X. roeperi,81,10,Fungi,42.1
X. roeperi,81,11,Fungi,42.9
X. roeperi,81,12,Fungi,41.1
X. roeperi,81,13,Fungi,42.9
X. roeperi,81,14,Fungi,42.9
X. roeperi,81,15,Fungi,42.9
X. roeperi,82,1,Agar,43.9
X. roeperi,82,2,Agar,44.2
X. roeperi,82,3,Agar,43.4
X. roeperi,82,4,Agar,43.3
X. roeperi,82,5,Agar,43
X. roeperi,82,6,Agar,43.4
X. roeperi,82,7,Agar,43.6
X. roeperi,82,8,Agar,44.1
X. roeperi,82,9,Agar,44.4
X. roeperi,82,10,Agar,43.4
X. roeperi,82,11,Agar,43.2
X. roeperi,82,12,Agar,42.9
X. roeperi,82,13,Agar,43.5
X. roeperi,82,14,Agar,43.6
X. roeperi,82,15,Agar,43.6
X. roeperi,82,1,Fungi,42
X. roeperi,82,2,Fungi,42.9
X. roeperi,82,3,Fungi,41.9
X. roeperi,82,4,Fungi,42.4
X. roeperi,82,5,Fungi,41.5
X. roeperi,82,6,Fungi,42
X. roeperi,82,7,Fungi,42.2
X. roeperi,82,8,Fungi,42.7
X. roeperi,82,9,Fungi,40.4
X. roeperi,82,10,Fungi,41
X. roeperi,82,11,Fungi,41.4
X. roeperi,82,12,Fungi,44.5
X. roeperi,82,13,Fungi,43.8
X. roeperi,82,14,Fungi,41.5
X. roeperi,82,15,Fungi,42.3
X. roeperi,83,1,Agar,39.3
X. roeperi,83,2,Agar,39.2
X. roeperi,83,3,Agar,39
X. roeperi,83,4,Agar,39
X. roeperi,83,5,Agar,39.3
X. roeperi,83,6,Agar,38.6
X. roeperi,83,7,Agar,38.5
X. roeperi,83,8,Agar,39.2
X. roeperi,83,9,Agar,39.6
X. roeperi,83,10,Agar,39.8
X. roeperi,83,11,Agar,40.2
X. roeperi,83,12,Agar,40.3
X. roeperi,83,13,Agar,40.4
X. roeperi,83,14,Agar,40.5
X. roeperi,83,15,Agar,40
X. roeperi,83,1,Fungi,38.2
X. roeperi,83,2,Fungi,38.2
X. roeperi,83,3,Fungi,38.2
X. roeperi,83,4,Fungi,36.7
X. roeperi,83,5,Fungi,39.4
X. roeperi,83,6,Fungi,39.4
X. roeperi,83,7,Fungi,36.5
X. roeperi,83,8,Fungi,39.1
X. roeperi,83,9,Fungi,37.4
X. roeperi,83,10,Fungi,38
X. roeperi,83,11,Fungi,38
X. roeperi,83,12,Fungi,37.4
X. roeperi,83,13,Fungi,36.7
X. roeperi,83,14,Fungi,36.5
X. roeperi,83,15,Fungi,35.4
X. roeperi,84,1,Agar,39.3
X. roeperi,84,2,Agar,38.9
X. roeperi,84,3,Agar,39.4
X. roeperi,84,4,Agar,40.5
X. roeperi,84,5,Agar,40
X. roeperi,84,6,Agar,40.1
X. roeperi,84,7,Agar,40.2
X. roeperi,84,8,Agar,40.6
X. roeperi,84,9,Agar,40.4
X. roeperi,84,10,Agar,39.9
X. roeperi,84,11,Agar,39.9
X. roeperi,84,12,Agar,40
X. roeperi,84,13,Agar,40.2
X. roeperi,84,14,Agar,39.7
X. roeperi,84,15,Agar,39
X. roeperi,84,1,Fungi,39.7
X. roeperi,84,2,Fungi,39.4
X. roeperi,84,3,Fungi,39.3
X. roeperi,84,4,Fungi,39.6
X. roeperi,84,5,Fungi,39.6
X. roeperi,84,6,Fungi,39.4
X. roeperi,84,7,Fungi,39.2
X. roeperi,84,8,Fungi,39.2
X. roeperi,84,9,Fungi,38.7
X. roeperi,84,10,Fungi,39.1
X. roeperi,84,11,Fungi,38.7
X. roeperi,84,12,Fungi,39.2
X. roeperi,84,13,Fungi,39.1
X. roeperi,84,14,Fungi,38.8
X. roeperi,84,15,Fungi,38.4
X. roeperi,85,1,Agar,39.8
X. roeperi,85,2,Agar,39.7
X. roeperi,85,3,Agar,39.6
X. roeperi,85,4,Agar,40.2
X. roeperi,85,5,Agar,40.2
X. roeperi,85,6,Agar,40.1
X. roeperi,85,7,Agar,40.2
X. roeperi,85,8,Agar,40.8
X. roeperi,85,9,Agar,40.9
X. roeperi,85,10,Agar,40.9
X. roeperi,85,11,Agar,40.5
X. roeperi,85,12,Agar,40.9
X. roeperi,85,13,Agar,40.9
X. roeperi,85,14,Agar,40.8
X. roeperi,85,15,Agar,40.6
X. roeperi,85,1,Fungi,40.3
X. roeperi,85,2,Fungi,39.1
X. roeperi,85,3,Fungi,38.5
X. roeperi,85,4,Fungi,40.1
X. roeperi,85,5,Fungi,38.1
X. roeperi,85,6,Fungi,39.1
X. roeperi,85,7,Fungi,39.8
X. roeperi,85,8,Fungi,38
X. roeperi,85,9,Fungi,38.4
X. roeperi,85,10,Fungi,37.7
X. roeperi,85,11,Fungi,38.7
X. roeperi,85,12,Fungi,36.1
X. roeperi,85,13,Fungi,36.6
X. roeperi,85,14,Fungi,37.2
X. roeperi,85,15,Fungi,37.7
X. roeperi,86,1,Agar,41.6
X. roeperi,86,2,Agar,41.6
X. roeperi,86,3,Agar,41.7
X. roeperi,86,4,Agar,41.4
X. roeperi,86,5,Agar,41.6
X. roeperi,86,6,Agar,42.1
X. roeperi,86,7,Agar,42.1
X. roeperi,86,8,Agar,42.2
X. roeperi,86,9,Agar,41.8
X. roeperi,86,10,Agar,42
X. roeperi,86,11,Agar,41.8
X. roeperi,86,12,Agar,41.8
X. roeperi,86,13,Agar,41.7
X. roeperi,86,14,Agar,41.8
X. roeperi,86,15,Agar,41.7
X. roeperi,86,1,Fungi,42.1
X. roeperi,86,2,Fungi,41.3
X. roeperi,86,3,Fungi,38.2
X. roeperi,86,4,Fungi,40.8
X. roeperi,86,5,Fungi,41
X. roeperi,86,6,Fungi,41.3
X. roeperi,86,7,Fungi,38.1
X. roeperi,86,8,Fungi,39.6
X. roeperi,86,9,Fungi,37.3
X. roeperi,86,10,Fungi,40.6
X. roeperi,86,11,Fungi,37.7
X. roeperi,86,12,Fungi,39.7
X. roeperi,86,13,Fungi,40.1
X. roeperi,86,14,Fungi,40.2
X. roeperi,86,15,Fungi,40.5
X. roeperi,87,1,Agar,42.5
X. roeperi,87,2,Agar,42.7
X. roeperi,87,3,Agar,42.6
X. roeperi,87,4,Agar,42.8
X. roeperi,87,5,Agar,42.6
X. roeperi,87,6,Agar,42.6
X. roeperi,87,7,Agar,42.7
X. roeperi,87,8,Agar,42.7
X. roeperi,87,9,Agar,42.9
X. roeperi,87,10,Agar,42.4
X. roeperi,87,11,Agar,42.8
X. roeperi,87,12,Agar,42.4
X. roeperi,87,13,Agar,42.3
X. roeperi,87,14,Agar,42.4
X. roeperi,87,15,Agar,42.4
X. roeperi,87,1,Fungi,41.6
X. roeperi,87,2,Fungi,40
X. roeperi,87,3,Fungi,40.7
X. roeperi,87,4,Fungi,40.5
X. roeperi,87,5,Fungi,41.7
X. roeperi,87,6,Fungi,41
X. roeperi,87,7,Fungi,41.6
X. roeperi,87,8,Fungi,42.5
X. roeperi,87,9,Fungi,42.6
X. roeperi,87,10,Fungi,42
X. roeperi,87,11,Fungi,42.6
X. roeperi,87,12,Fungi,41.2
X. roeperi,87,13,Fungi,38.9
X. roeperi,87,14,Fungi,39.9
X. roeperi,87,15,Fungi,38.6
X. roeperi,88,1,Agar,40.1
X. roeperi,88,2,Agar,40.2
X. roeperi,88,3,Agar,40.7
X. roeperi,88,4,Agar,40.6
X. roeperi,88,5,Agar,40.9
X. roeperi,88,6,Agar,41
X. roeperi,88,7,Agar,40.8
X. roeperi,88,8,Agar,40.6
X. roeperi,88,9,Agar,40.4
X. roeperi,88,10,Agar,40.4
X. roeperi,88,11,Agar,40.3
X. roeperi,88,12,Agar,39.8
X. roeperi,88,13,Agar,40.1
X. roeperi,88,14,Agar,40.2
X. roeperi,88,15,Agar,39.6
X. roeperi,88,1,Fungi,39.6
X. roeperi,88,2,Fungi,39.4
X. roeperi,88,3,Fungi,39.6
X. roeperi,88,4,Fungi,40.8
X. roeperi,88,5,Fungi,40.1
X. roeperi,88,6,Fungi,39.4
X. roeperi,88,7,Fungi,38.4
X. roeperi,88,8,Fungi,39.1
X. roeperi,88,9,Fungi,40.3
X. roeperi,88,10,Fungi,39.1
X. roeperi,88,11,Fungi,40.1
X. roeperi,88,12,Fungi,39.8
X. roeperi,88,13,Fungi,36.6
X. roeperi,88,14,Fungi,39.1
X. roeperi,88,15,Fungi,39
X. roeperi,89,1,Agar,41.1
X. roeperi,89,2,Agar,41
X. roeperi,89,3,Agar,41.3
X. roeperi,89,4,Agar,41
X. roeperi,89,5,Agar,40.3
X. roeperi,89,6,Agar,41.1
X. roeperi,89,7,Agar,40.9
X. roeperi,89,8,Agar,41.1
X. roeperi,89,9,Agar,40.9
X. roeperi,89,10,Agar,41.3
X. roeperi,89,11,Agar,41.3
X. roeperi,89,12,Agar,41.4
X. roeperi,89,13,Agar,41.3
X. roeperi,89,14,Agar,41.2
X. roeperi,89,15,Agar,40.9
X. roeperi,89,1,Fungi,38.4
X. roeperi,89,2,Fungi,39.7
X. roeperi,89,3,Fungi,40.2
X. roeperi,89,4,Fungi,40.1
X. roeperi,89,5,Fungi,40.1
X. roeperi,89,6,Fungi,41.1
X. roeperi,89,7,Fungi,39.8
X. roeperi,89,8,Fungi,41.1
X. roeperi,89,9,Fungi,40.4
X. roeperi,89,10,Fungi,39.9
X. roeperi,89,11,Fungi,40.1
X. roeperi,89,12,Fungi,40.7
X. roeperi,89,13,Fungi,40.5
X. roeperi,89,14,Fungi,39.4
X. roeperi,89,15,Fungi,40.2
X. roeperi,90,1,Agar,42.1
X. roeperi,90,2,Agar,42.2
X. roeperi,90,3,Agar,42.2
X. roeperi,90,4,Agar,42.2
X. roeperi,90,5,Agar,42.2
X. roeperi,90,6,Agar,42.1
X. roeperi,90,7,Agar,41.8
X. roeperi,90,8,Agar,42
X. roeperi,90,9,Agar,42.1
X. roeperi,90,10,Agar,42
X. roeperi,90,11,Agar,42.8
X. roeperi,90,12,Agar,42.7
X. roeperi,90,13,Agar,42.7
X. roeperi,90,14,Agar,42.8
X. roeperi,90,15,Agar,42.7
X. roeperi,90,1,Fungi,42
X. roeperi,90,2,Fungi,40.7
X. roeperi,90,3,Fungi,42.1
X. roeperi,90,4,Fungi,39.1
X. roeperi,90,5,Fungi,38.3
X. roeperi,90,6,Fungi,41
X. roeperi,90,7,Fungi,40.3
X. roeperi,90,8,Fungi,41.7
X. roeperi,90,9,Fungi,40.9
X. roeperi,90,10,Fungi,40.9
X. roeperi,90,11,Fungi,39.4
X. roeperi,90,12,Fungi,39.3
X. roeperi,90,13,Fungi,42
X. roeperi,90,14,Fungi,41.8
X. roeperi,90,15,Fungi,39.4
X. roeperi,91,1,Agar,42.5
X. roeperi,91,2,Agar,42.6
X. roeperi,91,3,Agar,42.3
X. roeperi,91,4,Agar,42.4
X. roeperi,91,5,Agar,42.4
X. roeperi,91,6,Agar,42.4
X. roeperi,91,7,Agar,42.2
X. roeperi,91,8,Agar,42.2
X. roeperi,91,9,Agar,42.2
X. roeperi,91,10,Agar,42.1
X. roeperi,91,11,Agar,42
X. roeperi,91,12,Agar,42
X. roeperi,91,13,Agar,41.7
X. roeperi,91,14,Agar,42
X. roeperi,91,15,Agar,41.7
X. roeperi,91,1,Fungi,39
X. roeperi,91,2,Fungi,39.4
X. roeperi,91,3,Fungi,37.2
X. roeperi,91,4,Fungi,42
X. roeperi,91,5,Fungi,41.1
X. roeperi,91,6,Fungi,39.2
X. roeperi,91,7,Fungi,40
X. roeperi,91,8,Fungi,39.6
X. roeperi,91,9,Fungi,39.2
X. roeperi,91,10,Fungi,39.2
X. roeperi,91,11,Fungi,40.5
X. roeperi,91,12,Fungi,39.2
X. roeperi,91,13,Fungi,36.8
X. roeperi,91,14,Fungi,38.9
X. roeperi,91,15,Fungi,38.7
X. roeperi,92,1,Agar,42.5
X. roeperi,92,2,Agar,42.4
X. roeperi,92,3,Agar,42.2
X. roeperi,92,4,Agar,42.2
X. roeperi,92,5,Agar,41.8
